3, 367, 386, 1119022048
4, 386, 390, 1119022155
5, 390, 386, 1119022206
6, 386, 2, 1119022208
7, 2, 386, 1119023043
8, 386, 2, 1119023045
9, 2, 406, 1119024037
10, 406, 410, 1119024116
11, 410, 406, 1119024129
12, 406, 414, 1119024142
13, 414, 406, 1119024149
14, 406, 418, 1119024217
15, 418, 406, 1119024228
16, 422, 406, 1119030626
17, 406, 426, 1119030635
18, 426, 406, 1119030741
19, 406, 430, 1119030745
20, 430, 406, 1119030759
21, 406, 434, 1119030803
22, 434, 406, 1119030816
23, 406, 438, 1119030822
24, 438, 406, 1119030837
25, 406, 442, 1119030855
26, 442, 406, 1119030935
27, 406, 446, 1119030943
28, 446, 406, 1119031013
29, 406, 450, 1119031032
30, 450, 406, 1119031041
31, 406, 454, 1119031055
32, 454, 406, 1119031123
33, 406, 458, 1119031141
34, 458, 406, 1119031155
35, 406, 462, 1119031216
36, 462, 406, 1119031217
37, 406, 462, 1119031220
38, 462, 466, 1119031242
39, 466, 470, 1119031329
40, 470, 466, 1119031435
41, 466, 474, 1119031609
42, 474, 466, 1119031635
43, 466, 478, 1119031648
44, 478, 466, 1119031652
45, 466, 462, 1119031756
46, 462, 466, 1119031758
47, 466, 482, 1119031948
48, 482, 466, 1119032006
49, 466, 466, 1119032022
50, 466, 478, 1119032115
51, 478, 486, 1119032233
52, 486, 478, 1119032250
53, 478, 486, 1119032253
54, 486, 478, 1119032254
55, 478, 466, 1119032326
56, 466, 478, 1119032352
57, 478, 490, 1119032402
58, 490, 478, 1119032410
59, 478, 498, 1119032455
60, 498, 494, 1119032506
61, 494, 502, 1119032547
62, 502, 478, 1119032711
63, 478, 482, 1119032939
64, 482, 478, 1119033021
65, 478, 2, 1119033049
66, 2, 386, 1119033520
67, 386, 508, 1119033548
68, 508, 386, 1119033908
69, 386, 508, 1119033918
70, 508, 386, 1119033931
71, 386, 382, 1119033957
72, 382, 386, 1119034000
73, 386, 518, 1119034539
74, 518, 514, 1119034545
75, 514, 522, 1119034556
76, 522, 514, 1119034602
77, 514, 522, 1119034604
78, 522, 526, 1119034619
79, 526, 522, 1119034701
80, 522, 514, 1119034703
81, 514, 398, 1119034720
82, 398, 514, 1119034820
83, 514, 386, 1119034834
84, 386, 514, 1119034843
85, 534, 530, 1119040355
86, 530, 514, 1119041012
87, 538, 386, 1119042101
88, 386, 386, 1119042203
0, 2, 367, 1119044918
1, 367, 2, 1119045022
2, 2, 367, 1119045032
89, 562, 558, 1119054853
90, 394, 570, 1119060710
91, 570, 538, 1119061910
92, 386, 514, 1119063802
93, 514, 574, 1119063817
94, 574, 514, 1119063945
95, 514, 386, 1119063950
96, 386, 514, 1119063952
97, 514, 570, 1119064237
98, 570, 566, 1119064333
99, 566, 578, 1119064336
100, 578, 566, 1119064945
101, 566, 582, 1119065000
102, 582, 566, 1119065011
103, 566, 586, 1119065015
104, 590, 594, 1119070531
105, 594, 600, 1119070545
106, 600, 386, 1119070701
107, 386, 394, 1119070703
108, 394, 386, 1119070704
109, 386, 590, 1119070711
110, 590, 514, 1119070742
111, 514, 590, 1119070838
112, 590, 586, 1119070909
113, 586, 606, 1119071620
114, 606, 566, 1119071640
115, 566, 566, 1119071700
116, 566, 614, 1119071711
117, 614, 566, 1119071716
118, 566, 618, 1119071719
119, 386, 618, 1119072320
120, 618, 618, 1119072321
121, 618, 586, 1119072950
122, 622, 626, 1119074548
123, 626, 394, 1119074740
124, 394, 626, 1119074811
125, 626, 394, 1119075016
126, 394, 626, 1119075025
127, 626, 622, 1119075318
128, 622, 606, 1119075434
129, 606, 622, 1119075436
130, 622, 631, 1119075516
131, 631, 386, 1119075656
132, 386, 635, 1119075716
133, 635, 635, 1119075722
134, 635, 606, 1119075728
135, 606, 639, 1119075732
136, 639, 639, 1119075747
137, 639, 394, 1119075836
138, 394, 639, 1119075837
139, 639, 643, 1119075839
140, 643, 639, 1119075844
141, 639, 643, 1119075845
142, 643, 643, 1119075900
143, 643, 639, 1119075903
144, 639, 514, 1119075921
145, 514, 643, 1119075925
146, 639, 643, 1119080220
147, 643, 643, 1119080259
148, 643, 643, 1119080309
149, 643, 647, 1119080849
150, 647, 643, 1119080851
151, 651, 590, 1119081548
152, 590, 655, 1119081557
153, 655, 661, 1119081609
154, 661, 667, 1119081616
155, 667, 673, 1119081625
156, 673, 643, 1119081656
157, 643, 590, 1119081703
158, 590, 643, 1119081707
159, 643, 590, 1119081834
160, 590, 643, 1119081838
161, 643, 590, 1119081909
162, 590, 643, 1119081915
163, 538, 643, 1119083640
164, 606, 586, 1119090556
165, 586, 618, 1119090558
166, 618, 643, 1119090559
167, 643, 679, 1119090710
168, 679, 643, 1119090729
169, 643, 643, 1119090831
170, 643, 691, 1119090902
171, 691, 643, 1119090910
172, 643, 382, 1119090932
173, 382, 643, 1119090959
174, 643, 514, 1119091000
175, 514, 695, 1119091006
176, 695, 699, 1119091035
177, 699, 590, 1119091239
178, 590, 679, 1119091245
179, 679, 699, 1119091247
180, 699, 695, 1119091321
181, 695, 643, 1119091336
182, 643, 514, 1119091611
183, 514, 394, 1119091616
184, 394, 643, 1119091618
185, 643, 699, 1119091621
186, 699, 643, 1119091631
187, 643, 695, 1119091806
188, 695, 699, 1119091807
189, 699, 643, 1119091815
190, 643, 699, 1119091858
191, 699, 643, 1119091930
192, 643, 699, 1119093629
193, 699, 643, 1119093656
194, 643, 514, 1119094357
195, 514, 643, 1119094710
196, 643, 699, 1119094850
197, 699, 643, 1119094906
198, 643, 590, 1119095123
199, 590, 643, 1119095146
200, 643, 699, 1119095532
201, 699, 695, 1119095547
202, 695, 643, 1119095549
203, 643, 695, 1119095718
204, 695, 699, 1119095719
205, 699, 643, 1119095817
206, 643, 699, 1119095828
207, 699, 643, 1119095831
208, 643, 699, 1119095952
209, 699, 695, 1119095953
210, 695, 699, 1119095955
211, 643, 699, 1119100009
212, 699, 643, 1119100012
213, 643, 394, 1119100344
214, 394, 703, 1119100444
215, 703, 691, 1119100446
216, 691, 643, 1119100452
217, 643, 643, 1119100717
218, 699, 695, 1119101353
219, 695, 394, 1119101402
220, 394, 643, 1119101408
221, 643, 514, 1119101522
222, 514, 715, 1119101553
223, 715, 643, 1119101915
224, 643, 699, 1119101936
225, 699, 643, 1119101957
226, 643, 695, 1119102000
227, 695, 643, 1119102005
228, 691, 643, 1119103821
229, 643, 679, 1119104542
230, 679, 643, 1119104550
231, 643, 691, 1119104906
232, 691, 643, 1119104908
306, 643, 514, 1120010024
307, 514, 643, 1120010050
238, 643, 514, 1120010111
239, 514, 643, 1120010119
308, 643, 787, 1120010138
309, 787, 791, 1120010139
310, 791, 643, 1120010145
240, 514, 643, 1120011603
241, 643, 715, 1120011822
242, 715, 695, 1120011825
243, 695, 643, 1120011830
244, 643, 735, 1120012310
245, 735, 691, 1120012314
246, 691, 643, 1120012319
247, 643, 699, 1120012842
248, 699, 643, 1120012947
249, 643, 699, 1120013100
250, 699, 643, 1120013102
251, 643, 699, 1120013105
252, 699, 643, 1120013108
253, 643, 514, 1120013328
254, 514, 643, 1120013330
255, 643, 394, 1120013752
256, 394, 643, 1120013758
257, 643, 394, 1120014223
258, 394, 643, 1120014229
259, 643, 394, 1120014655
260, 394, 643, 1120014704
261, 643, 394, 1120014844
262, 394, 643, 1120014854
263, 643, 394, 1120014858
264, 394, 643, 1120014907
265, 643, 394, 1120015004
266, 394, 394, 1120015026
267, 394, 643, 1120015029
268, 643, 514, 1120015137
269, 514, 643, 1120015138
270, 643, 695, 1120015225
271, 695, 695, 1120015229
272, 695, 643, 1120015240
273, 643, 691, 1120015701
274, 691, 643, 1120015703
275, 538, 747, 1120025737
276, 747, 743, 1120025804
277, 743, 751, 1120025806
278, 751, 755, 1120025812
279, 755, 747, 1120025817
280, 747, 755, 1120025819
311, 643, 755, 1120035313
