0, 2, -1, 1119044918
1, -1, 367, 1119044918
2, 367, -1, 1119045022
3, -1, 2, 1119045022
4, 2, 367, 1119045032
5, 367, 386, 1119022048
6, 386, -1, 1119022155
7, -1, 390, 1119022155
8, 390, -1, 1119022206
9, -1, 386, 1119022206
10, 386, 2, 1119022208
11, 2, -1, 1119022352
12, -1, 2, 1119022352
13, 2, -1, 1119022722
14, -1, 2, 1119022722
15, 2, -1, 1119023043
16, -1, 386, 1119023043
17, 386, 2, 1119023045
18, 2, -1, 1119024037
19, -1, 406, 1119024037
20, 406, -1, 1119024116
21, -1, 410, 1119024116
22, 410, -1, 1119024129
23, -1, 406, 1119024129
24, 406, -1, 1119024142
25, -1, 414, 1119024142
26, 414, 406, 1119024149
27, 406, -1, 1119024217
28, -1, 418, 1119024217
29, 418, 406, 1119024228
30, 406, -1, 1119030608
31, -1, 422, 1119030608
32, 422, -1, 1119030626
33, -1, 406, 1119030626
34, 406, 426, 1119030635
35, 426, -1, 1119030741
36, -1, 406, 1119030741
37, 406, 430, 1119030745
38, 430, -1, 1119030759
39, -1, 406, 1119030759
40, 406, -1, 1119030803
41, -1, 434, 1119030803
42, 434, -1, 1119030816
43, -1, 406, 1119030816
44, 406, 438, 1119030822
45, 438, 406, 1119030837
46, 406, -1, 1119030855
47, -1, 442, 1119030855
48, 442, -1, 1119030935
49, -1, 406, 1119030935
50, 406, 446, 1119030943
51, 446, -1, 1119031013
52, -1, 406, 1119031013
53, 406, -1, 1119031032
54, -1, 450, 1119031032
55, 450, 406, 1119031041
56, 406, 454, 1119031055
57, 454, -1, 1119031123
58, -1, 406, 1119031123
59, 406, -1, 1119031141
60, -1, 458, 1119031141
61, 458, 406, 1119031155
62, 406, -1, 1119031216
63, -1, 462, 1119031216
64, 462, 406, 1119031217
65, 406, 462, 1119031220
66, 462, 466, 1119031242
67, 466, -1, 1119031329
68, -1, 470, 1119031329
69, 470, 466, 1119031435
70, 466, -1, 1119031609
71, -1, 474, 1119031609
72, 474, -1, 1119031635
73, -1, 466, 1119031635
74, 466, -1, 1119031648
75, -1, 478, 1119031648
76, 478, 466, 1119031652
77, 466, -1, 1119031756
78, -1, 462, 1119031756
79, 462, 466, 1119031758
80, 466, -1, 1119031948
81, -1, 482, 1119031948
82, 482, -1, 1119032006
83, -1, 466, 1119032006
84, 466, 466, 1119032022
85, 466, 478, 1119032115
86, 478, -1, 1119032233
